source_name,video_id,video_title,video_url,published_at,transcript_status,gemini_status,gemini_error,is_property_listing,location,normalized_locality,is_target_location,location_score,property_type,bhk,land_area,built_up_area,price,facing,road_width,floors,bedrooms,bathrooms,parking,approval,amenities,nearby_landmarks,contact_details,missing_fields,source_facts,visual_style,exterior_description,neighbourhood_description,video_status
Dream Home Tamil,B6z-lBcl5PA,🔥 3.25 செண்டில் அசத்தல் Interior! 😍2 Master Bedroom கொண்ட பிரம்மாண்ட 2BHK வீடு😍📍#papampatti #cbe,https://www.youtube.com/watch?v=B6z-lBcl5PA,2026-08-13T13:01:12Z,analyzed_from_video,success,,True,"Papampatti, Coimbatore, Tamil Nadu",,False,0.45,Independent House,2,3.25 Cents,1350 Sq.Ft.,58 Lakhs,East,30 & 33 Feet,1 (Ground Floor + Open Terrace),2,3,Covered Car Parking (13x18 ft),DTCP Approved,Semi-Furnished Interior | Modular Kitchen with Breakfast Counter | False Ceiling with LED and Strip Lights | TV Entertainment Unit | Borewell with Motor | Underground Water Sump (6500 - 7000 Ltrs) | Septic Tank (10000 Ltrs) | Covered Car Parking | Outside Common Washroom | Washing Machine Provision | Open Terrace,Papampatti Four Road (0.5 km) | Nearby Schools and Colleges,+91 8122873894,,"3.25 Cents land area with 1350 sq.ft total built-up area. | 2 BHK semi-furnished East-facing house located in Papampatti, Coimbatore. | Features 2 master bedrooms with attached bathrooms and 1 outside common toilet. | Includes modular kitchen, TV wall paneling, ceiling design, and fitted wardrobes. | Price is 58 Lakhs including interior work.","Presenter-led walkthrough video tour covering exterior facade, parking, living hall, modular kitchen, bedrooms, attached bathrooms, and open terrace with clear Tamil commentary.","Modern single-story home featuring a yellow and orange color scheme, black-and-white vertical stripe accent wall, metal main gate, external staircase, and full-tiled driveway/parking area.","Suburban residential neighborhood in Papampatti, Coimbatore, surrounded by open plots and low-rise independent houses.",not_target
FUNDLU,fNlI1mYr3N4,கோவை 120 ஏக்கரில் 25 + வசதிகளுடன் DTCP  வடக்கு கிழக்கு வீட்டுமனைகள் Crystal Gateway Coimbatore #land,https://www.youtube.com/watch?v=fNlI1mYr3N4,2026-08-13T13:00:25Z,analyzed_from_video,success,,True,"Kalangal, Near Sulur, Coimbatore, Tamil Nadu",,False,0.45,Residential Plots / Villas,NOT SPECIFIED,1.5 to 5.5 Cents (Total Township: 110 - 120 Acres),NOT SPECIFIED,Plots starting from ₹8.25 Lakhs per cent; Villas (Land + House) starting from ₹45 Lakhs,"North, East, Corner plots available","60 ft wide entrance road; 30 ft, 33 ft, 40 ft internal tar roads",NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Available,DTCP & RERA Approved,3-Acre Cricket Ground with Walking Track | Turf Court | Outdoor Gym | Children's Play Area | Temple | Landscaped Parks & Walking Tracks | Grand Entrance Arch with Security Cabin | 24/7 Security & CCTV Surveillance | 60 ft Main Entrance Road & Wide Internal Tar Roads | Street Lights (LED & EB Connections) | 1 Lakh Litres Capacity Overhead Water Tank | 1 Lakh Litres Capacity Underground Water Sump | Open Drainage System | Tree Plantation along roads,Kalangal / Kaveri Nagar Bus Stop (Walking Distance) | Anugraha CBSE School | RVS College of Arts and Science / Matriculation School | Kalaignar Karunanidhi Institute of Technology | KMCH Sulur Hospital | L&T IT Park (Eachanari) | Cognizant (Neelambur),+91 95851 44999,bhk | built_up_area | floors | bedrooms | bathrooms,"Project name: Crystal Gateway by Greenfield Housing (00:44, 02:51) | Total project extent is 110 to 120 acres with 25+ amenities (00:17, 01:12) | Includes a 3-acre cricket ground with seating, park, and walking track (00:10, 02:04) | Entrance road width is 60 ft; internal roads range from 30 ft to 40 ft (02:51, 02:58) | Equipped with 1,000,000-litre (1 Lakh L) overhead tank and 1 Lakh L underground sump (03:21, 03:24) | Plot prices start at ₹8.25 Lakhs per cent (05:55) | Complete villa (land + house construction) available starting from ₹45 Lakhs (06:36) | Project is DTCP and RERA approved with bank loan options up to 80-90% (06:56, 07:03)","Presenter-led property tour featuring drone footage of the 120-acre layout, close-up shots of parks, turf ground, temple, entrance arch, security cabin, and b-roll of nearby main roads, colleges, and hospitals.","Massive gated community layout featuring a grand modern white entrance arch labelled 'Crystal Gateway', wide asphalt roads with painted markings, LED streetlights, landscaped green belts, dedicated children's play park, outdoor gym area, turf court, black granite temple pavilion, and a large circular cricket stadium ground.","Developing residential and educational hub in Sulur/Kalangal with excellent road connectivity to bus stops, schools, engineering and arts colleges, hospitals, and major IT corridors.",not_target
COVAI REAL ESTATE,Wt7sg04x_GU,Vadavalli to Edayarpalayam near havre school coimbatore,https://www.youtube.com/watch?v=Wt7sg04x_GU,2026-08-13T12:25:40Z,analyzed_from_video,success,,True,"Vadavalli to Edayarpalayam Road, near Jaycee Higher Secondary School, Coimbatore, Tamil Nadu, India",Vadavalli,True,1.0,Land / Plot,NOT SPECIFIED,5.5 cents (40 ft x 60 ft),NOT SPECIFIED,₹23 Lakhs per cent,North,30 feet,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,,Jaycee Higher Secondary School | Chinmaya Vidyalaya Matriculation Hr.Sec School | Vadavalli Bus Stand | Sumith Hospital | Arrow Hospital Coimbatore | Day to Day Supermarket | Nilgiris Super Market | Bharathiar University,9345425595,built_up_area | floors | bedrooms | bathrooms | parking | approval,Location: Vadavalli to Idayarpalayam road near Jaycee school | Land area: 5.5 cents | Measurement: 40x60 feet | Facing: North facing | Road width: 30 feet tar road | Price: 23 lakhs per cent | Contact: 9345425595,"Real-time outdoor street-view video showing the location, main road, Jaycee School arch entrance, and surrounding commercial/residential street structure.","Vacant plot site located within walkable distance from the main road, accessible via a 30-foot wide road near Jaycee School.","Prominent road-facing commercial and residential locality with shops, overhead electrical lines, schools, and well-connected asphalt roads nearby.",approval_pending
COVAI REAL ESTATE,gHOXncrldVI,1.46 acre land sale | walkable distance from otanchathiram highway,https://www.youtube.com/watch?v=gHOXncrldVI,2026-08-13T12:53:28Z,analyzed_from_video,success,,True,"Dharapuram - Oddanchatram Bypass, 6 km from Kallimandayam",,False,0.0,Farmland / Land,NOT SPECIFIED,1 Acre 46 Cents,NOT SPECIFIED,"₹83,000 per cent",North,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,452 ft Road Frontage | Fenced Boundary | Corner Plot | Red Soil,Oddanchatram Highway Bypass (300m) | Kallimandayam Bus Stop (6 km) | Hospitals | Schools,75022 24989 | 82207 74403,bhk | built_up_area | road_width | floors | bedrooms | bathrooms | parking | approval,"Price is ₹83,000 per cent. | Total land size is 1 acre 46 cents. | Located 300 meters from the Dharapuram to Oddanchatram Bypass highway. | Has 452 feet of road frontage facing North. | Corner plot with fertile red soil suitable for farming, farmhouse, warehouse, or layout division. | Kallimandayam bus stop, school, and hospital are 6 km (5-10 mins drive) away. | Contact numbers are 75022 24989 and 82207 74403.","Aerial drone shots combined with roadside camera footage showcasing the plot boundaries, road access, soil quality, and nearby town/highway infrastructure.","Level, red soil land plot surrounded by wire fencing with white posts, featuring a few trees on site and prominent road frontage along an asphalt road.",Agricultural and open countryside landscape near a major highway bypass with scenic hill views in the distance and town commercial services accessible within a few minutes' drive.,not_target
COVAI REAL ESTATE,LCpW8pBfUeY,Land sale in Sundrapuram coimbatore | #landsaleincoimbatore,https://www.youtube.com/watch?v=LCpW8pBfUeY,2026-08-14T00:53:36Z,analyzed_from_video,success,,True,"Sundrapuram, Coimbatore",,False,0.45,Plot,NOT SPECIFIED,2.5 Cents (22 ft frontage x 50 ft length),NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,30 ft,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,DTCP Approved,,Sundrapuram Phase Two Junction Police Check Post | Krishna College,8680030123,price | facing | built_up_area | bhk | floors | bedrooms | bathrooms | parking | amenities,"Located in Sundrapuram, Coimbatore | Plot size is 2.5 Cents with a frontage of 22 ft and length of 50 ft | Situated on a 30 ft wide road with DTCP approval | Located on the way to Krishna College from Phase Two junction police check post | Contact number provided is 8680030123","Vertical promotional video showing street access, main road junction, blacktop internal road with curb drains, and clear marker for site number 7.","Open plot of land inside a modern layout with a paved 30 ft road, concrete side curbs, and yellow site boundary stone marked '#7'.","Accessible suburban locale off the main road, near a police check post and educational facilities, with shops and utilities in walking distance.",not_target
COVAI REAL ESTATE,_rAMcelyT6U,Land sale near singanallur SIHS Colony coimbatore,https://www.youtube.com/watch?v=_rAMcelyT6U,2026-08-14T08:30:28Z,analyzed_from_video,success,,True,"Vivekanandar Street, SIHS Colony, Near Singanallur, Coimbatore, Tamil Nadu",,False,0.45,Land / Residential Plot,NOT SPECIFIED,3.33 Cents,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,DTCP Approved,Bank Loan Available,Singanallur Railway Station (Walkable distance) | Bridge Wood Public School | Jayendra Saraswathi Arts and Science College | Singanallur Junction (2 km) | Coimbatore International Airport (7 km) | Gandhipuram (12 km),95972 46894,price | facing | road_width | built_up_area | floors | bedrooms | bathrooms | parking,"Property is a 3.33 cent land plot located in Vivekanandar Street, SIHS Colony, near Singanallur, Coimbatore. | The plot is DTCP approved and eligible for bank loans. | It is within walkable distance from Singanallur Railway Station. | Located 2 km from Singanallur Junction, 7 km from Coimbatore International Airport, and 12 km from Gandhipuram. | Contact phone number provided is 95972 46894.","Vertical video format featuring ground-level land walkthrough, aerial drone views of the neighborhood, bold text overlays, contact number overlay, and picture-in-picture landmark overlays.","Open red-soil residential plot cleared for construction, situated adjacent to existing multi-storey residential buildings.","Well-developed residential neighborhood with surrounding houses, wide dirt access road, and proximity to schools, colleges, and major transportation hubs.",not_target
COVAI REAL ESTATE,c7RijZeFwxA,Land sale near GOLDWINS Avinashi road coimbatore,https://www.youtube.com/watch?v=c7RijZeFwxA,2026-08-14T09:53:31Z,analyzed_from_video,success,,True,"Kalapatti, Coimbatore, Tamil Nadu, India",,False,0.45,Residential Plot,NOT SPECIFIED,Plot 1: 1.5 Cents; Plot 2: 3.25 Cents,NOT SPECIFIED,NOT SPECIFIED,"North (Plot 2), Corner (Plot 1)",33 feet (Layout Road) / 40 feet (Access Road),NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,DTCP & RERA Approved,33 Feet Tar Roads | Underground Drainage | Street Lights | Park Area / Children's Play Area | Bank Loan Available,Amrita Vidyalayam School | Gold Wins Bus Stop | Avinashi Main Road | Coimbatore International Airport,97875 90000,price | bhk | built_up_area | floors | bedrooms | bathrooms | parking,"Two plots available for sale in Harina Garden behind Amrita Vidyalayam School in Kalapatti, Coimbatore. | First plot is a 1.5 Cents corner plot with 23 feet road access on two sides. | Second plot is a 3.25 Cents north-facing plot on a 33 feet tar road. | Layout features 33 feet tar roads, underground drainage, street lights, and park area. | Layout is DTCP & RERA approved with bank loan options available. | Located 10 minutes drive from Coimbatore International Airport. | Contact phone number given is 97875 90000.","Aerial drone video showcasing the plots, access roads, surrounding gated homes, school campus, street signage, and layout infrastructure.","Open residential land plots situated in an organized layout surrounded by newly built independent multi-storey houses, paved roads, and school grounds.","Residential urban locality in Kalapatti near Avinashi Main Road, offering proximity to schools, airport access, and modern residential infrastructure.",not_target
FUNDLU,OiZovpBodm4,5000 முன்பணத்தில் இடம் 12000 இருந்தால் தனி வீடு Maduram lands in coimbatore #Reels #land,https://www.youtube.com/watch?v=OiZovpBodm4,2026-08-14T10:59:07Z,analyzed_from_video,success,,True,"Mondipalayam, Annur, Coimbatore, Tamil Nadu",Saravanampatti,True,1.0,Residential Plot / Independent House / Villa,"1 BHK, 2 BHK, 3 BHK available",1.65 Cents to 2.75 Cents (in an 18-acre township layout),NOT SPECIFIED,"Plot: ₹4.90 Lakhs per cent (EMI from ₹5,000/month); Villa: ₹17 Lakhs (1 BHK, EMI ₹12,000/month), ₹25 - ₹28 Lakhs (2 BHK), ₹37.50 Lakhs (3 BHK)","North, East","23 ft, 30 ft, 33 ft",NOT SPECIFIED,"1, 2, 3",NOT SPECIFIED,NOT SPECIFIED,DTCP & RERA Approved,"Grand Entrance Arch | 33 ft / 30 ft / 23 ft Blacktop Tar Roads | 40,000 Litre Overhead Water Tank | Individual Water Pipeline Connection | Rainwater Drainage System | Children's Park & Outdoor Play Area ('Happy Trails') | Walking Track | Street Lights | Compound Wall | 24/7 Security with CCTV | Tree Plantation",Annur - Sathyamangalam Highway | Kovilpalayam | Saravanampatti,95780 19553 | 90473 56999,built_up_area | floors | bathrooms | parking,"Project name: Maduram in Annur / Mondipalayam, Coimbatore. | 18-acre layout containing 384 DTCP & RERA approved plots. | Land rate is ₹4.90 Lakhs per cent with EMI options starting at ₹5,000/month. | House constructions available: 1 BHK from ₹17 Lakhs (EMI ₹12,000/month), 2 BHK from ₹25-28 Lakhs, and 3 BHK at ₹37.50 Lakhs. | Bank loan facility available up to 80-95% for plot and construction.","Vertical promotional reel video featuring hosts talking on site, drone shots of the asphalt roads, grand entrance arch, children's park area, overhead water tank, water tap demonstration, and prominent text/graphic overlays displaying pricing, EMI details, and phone numbers.","Gated residential layout named 'Maduram' featuring a grand white entrance arch, wide asphalt roads with painted white lane markings, boundary wall, street lights, green landscaping, individual water tap outlets, overhead water tank, and a dedicated children's play area.","Developing residential township area located near Annur - Sathyamangalam Highway in Mondipalayam, Coimbatore, surrounded by open greenery and coconut palm trees.",approval_pending
ITHU NAMMA VEEDU,wNu9wA1_7ts,3BHK Gated Community Villa For Sale Near Western Ring road 📞 9025989866 | 3.5 சென்ட்ல Luxury House.,https://www.youtube.com/watch?v=wNu9wA1_7ts,2026-08-13T12:30:26Z,analyzed_from_video,success,,True,"Kovaipudur, Coimbatore, Tamil Nadu",,False,0.45,Gated Community Villa,3,3.5 cents,1600 sqft,₹95 Lakhs,North,30 ft,NOT SPECIFIED,3,NOT SPECIFIED,NOT SPECIFIED,DTCP Approved,Gated Community | 24/7 Security | CCTV Surveillance | 30ft Tar Road | 3-Phase Electricity | Compound Wall | Water Sump,Western Ring Road | Sri Krishna College of Technology | Sri Krishna Adithya College of Arts and Science | VLB Janakiammal College of Arts & Science | CS Academy | Amrita Vishwa Vidyapeetham | Nehru International School,9025989866 | 8667463872,bathrooms | parking | floors,"3BHK Gated Community Villa in Victoria Anandam project at Kovaipudur, Coimbatore. | Land area is 3.5 cents and built-up area is 1600 sqft. | Price starts from ₹95 Lakhs (all-inclusive except registration). | Located 500 meters from Western Ring Road and opposite Krishna College of Technology. | Layout features a 30ft wide tar road, 24/7 security guard cabin, CCTV cameras, compound wall, and 3-phase electricity.","Presenter-led video introduction featuring representatives discussing the project on-site, accompanied by aerial drone shots of the plot layout, surrounding residential apartments, and nearby educational institutions.","The property site consists of a gated villa community under development with a concrete entrance arch, security container cabin, 30-foot internal tar road, electrical poles, and a fully enclosed compound wall surrounded by multi-story residential apartments.","Situated in the Kovaipudur educational hub in Coimbatore near the Western Ring Road, surrounded by prominent colleges, international schools, residential apartment complexes, and lush scenic views of the nearby hills.",not_target
Tamil Veedu,H3uTsPWO9e0,Middle Class மக்களின் கனவு வீடு🏠 Single Storey 2BHK House for Sale | Epi-1633,https://www.youtube.com/watch?v=H3uTsPWO9e0,2026-08-15T03:57:18Z,analyzed_from_video,success,,True,"Sri Ram Nagar, Pogalur, Annur to Mettupalayam Road, Coimbatore, Tamil Nadu",,False,0.45,Single Storey Independent House,2BHK,"3.25 Cents (1,440 sq.ft.)",980 sq.ft.,₹49.50 Lakhs (Negotiable),North,NOT SPECIFIED,1 (Ground Floor),2,3,Covered Car Parking (16' x 14'),DTCP Approved,Gated Community Entrance Arch | Tar Roads | Street Lights | Individual & Common Borewell | Water Sump & Overhead Tank | Park with Children's Play Area | Walking Track | Shuttle / Badminton Court | Temple | In-layout Provision Store | Landscaped Garden Lawn | False Ceiling with LED Lighting | Modular Kitchen | Pooja Room,Annur to Mettupalayam NH Road,"7904664243, 6379868558",road_width,"Property is a North-facing 2BHK single-storey house built on 3.25 cents (1,440 sq. ft.) land area with site dimensions 36 ft x 40 ft. | Ground floor built-up area is 980 sq. ft. | Total asking price is ₹49.50 Lakhs (negotiable). | Layout contains 2 bedrooms with attached bathrooms, 1 external under-staircase toilet, spacious living hall, pooja room, modular kitchen, and car parking space (16' x 14'). | Located in Sri Ram Nagar gated community layout in Pogalur, on the Annur-Mettupalayam Road, Coimbatore. | Layout is DTCP approved with amenities like park, play area, shuttle court, overhead water tank, temple, and store.","Real estate walkthrough video featuring daytime footage of interior rooms, exterior elevation, terrace view, and layout amenities with Tamil audio narration and contact details overlay.","Modern single-storey house elevation featuring brown and cream textured tile highlights, a compound wall with a decorative gate, a yellow access ramp, checkered parking tiles, a side lawn garden, and red painted external stairs leading to an open terrace.","Organized gated township layout with wide tar roads, streetlights, overhead water tank, landscaped park area, and ongoing residential constructions.",not_target
ITHU NAMMA VEEDU,TA3f6lyAMTk,4.5சென்ட்ல ரொம்ப நாள் கழிச்சு கிடைச்ச 3BHK வீடு 📞8220631166 | House for sale in Karamadai Coimbatore,https://www.youtube.com/watch?v=TA3f6lyAMTk,2026-08-15T07:30:15Z,analyzed_from_video,success,,True,"Karamadai, Mettupalayam Road, Coimbatore, Tamil Nadu",Karamadai,True,1.0,Independent Villa,3BHK,4.5 Cents,1550 sqft,₹75 Lakhs (Negotiable),"West Facing site, North facing main door",NOT SPECIFIED,1 (Ground floor with terrace),3,3,"Covered car parking (17'0"" × 16'0"") suitable for 2 cars",DTCP Approved,Covered Car Parking | Borewell | 7000L Water Sump | Modular Kitchen | Pooja Cabinet | Open Terrace | Covered Utility Area,Velanganni Church Bus Stop,8220631166,road_width,"3BHK Independent Villa built on 4.5 Cents of land. | Total built-up area is 1550 sqft. | West-facing plot with a North-facing teakwood main entrance door. | Property price is ₹75 Lakhs (negotiable) with up to 75% bank loan availability. | DTCP approved plot with independent borewell and a 7,000-liter underground sump. | Ground floor includes car parking, living hall, kitchen, dining area, pooja space, 3 bedrooms, 2 attached bathrooms, and 1 external toilet. | Located near Velanganni Church Bus Stop on Mettupalayam Road, Karamadai, Coimbatore.","Real estate walkthrough tour video featuring handheld/stabilized interior and exterior shots with natural lighting, clear voiceover explanation in Tamil, and background music.","Modern single-story villa with a contemporary geometric elevation in beige, dark brown, and white tones. Features a gated front compound, covered porch with tiled car parking, exterior staircase with stainless steel handrails, setback walkways, and a spacious open terrace.","Located in a quiet residential area in Karamadai, near Mettupalayam Road, surrounded by independent residential houses, paved roads, and scenic mountain views in the background.",approval_pending
ITHU NAMMA VEEDU,r8PKqy3z51M,3BHK Karamadai 📞  8220631166 | 4.5Cent | 1550sq.ft Build-up Area | 75Lakhs Budget | Coimbatore,https://www.youtube.com/watch?v=r8PKqy3z51M,2026-08-15T08:30:06Z,analyzed_from_video,success,,True,"Karamadai, Mettupalayam Road, Coimbatore",Karamadai,True,1.0,Independent Villa,3BHK,4.5 Cents,1550 sqft,75 Lakhs,"West Facing site, North facing main door",NOT SPECIFIED,1,3,3,"Covered Car Parking (17'0"" × 16'0"")",DTCP Approved,7000 Liters Sump | Borewell | Pooja Cabinet,Mettupalayam Road,8220631166,road_width,Land area is 4.5 Cents | Built-up area is 1550 sqft | Price is 75 Lakhs (negotiable) | 3BHK Independent Villa | DTCP approved site | Contact number for booking: 8220631166,Real estate video tour featuring interior and exterior wide-angle panning shots set to background music.,"Single-story modern house elevation with dual-tone grey and light-salmon painted facade, decorative tile pattern, dark grey metal front gate, covered car parking porch, and external staircase leading to the terrace.",Quiet residential neighborhood in Karamadai with surrounding individual houses and open development land.,approval_pending
ITHU NAMMA VEEDU,NyKlyMvgcPA,4.5சென்ட்ல ரொம்ப நாள் கழிச்சு கிடைச்ச 3BHK வீடு 📞8220631166 | House for sale in Karamadai Coimbatore,https://www.youtube.com/watch?v=NyKlyMvgcPA,2026-08-15T09:30:38Z,analyzed_from_video,success,,True,"Karamadai, Mettupalayam Road, Coimbatore",Karamadai,True,1.0,Independent Villa,3BHK,4.5 Cents,1550 sqft,75 Lakhs,"West facing site, North facing main door",NOT SPECIFIED,Single Story / Ground Floor,3,3,"Covered Portico (16'0"" x 17'0"")",DTCP Approved,Covered Car Parking | Sitout | Borewell | 7000 Liters Water Sump | Outer Bathroom | Open Terrace | Pooja Cabinet,Velanganni Church Bus Stop | Mettupalayam Road,8220631166,road_width,"4.5 Cents land area | 1550 sqft build-up area | Ground floor single story house with 3BHK layout | Portico dimensions: 16 x 17 ft | Living Hall dimensions: 16 x 17 ft | Dining area dimensions: 10 x 11 ft | Kitchen dimensions: 8 x 11 ft | 1st Master Bedroom: 10 x 16 ft with Attached Bathroom (8 x 4 ft) | 2nd Master Bedroom: 10 x 16 ft with Attached Bathroom (8 x 4 ft) | 3rd Bedroom: 10 x 10 ft | Outer Bathroom: 6 x 4 ft with Indian closet | Price is 75 Lakhs (negotiable) | Location is near Velanganni Church bus stop, Mettupalayam Road, Karamadai, Coimbatore","Real estate walkthrough video with Tamil audio commentary, onscreen dimension text callouts, smooth camera panning through rooms, exterior elevations, and roof terrace views.","Modern single-story contemporary house with a dual-tone beige and brown exterior, compound wall with dark grey sliding/swinging gates, covered spacious portico with tiled floor, and a full open terrace on the upper level.","Developing residential neighborhood with newly built individual houses, paved internal access roads, overhead power lines, and distant mountain/hill views visible from the rooftop terrace.",approval_pending
Dream Home Tamil,iKu7vqjorJs,"கோவை பட்டணம் புதூர் அருகில்😍2.50 செண்டில் PERFECT 2BHK,DUPLEX வீடு🔥அதுவும் CORNER-SITE ல்#coimbatore",https://www.youtube.com/watch?v=iKu7vqjorJs,2026-08-15T12:59:25Z,analyzed_from_video,success,,True,"Pattanam Pudur, Coimbatore, Tamil Nadu, India",Pattanam,True,1.0,Duplex House,2 BHK,2.50 cents,1400 sqft,₹65 Lakhs (Negotiable),East,30 & 33 feet,G + 1,2,3,Covered Car Parking (12x14 ft),DTCP & Plan Approved,Borewell with motor | Water Sump (6000 Ltrs) | Septic Tank (10000 Ltrs) | Compound Wall | Overhead Water Tank | Pooja Room | Open Terrace,L&T Bypass | Schools & Colleges,+91 8122873894,,"2BHK duplex house built on a 2.50 cent South-East corner plot. | Total built-up area of 1400 sq ft across Ground and First Floor. | East-facing main entrance with an engraved teak wood door. | Features 12x14 ft car parking, 16x16 ft living hall, U-shaped granite kitchen, and separate dining space. | Ground floor includes 10x11 ft bedroom with attached bathroom and a 6x6 ft pooja room. | First floor includes 10x16 ft master bedroom with attached bathroom, small living area, and open terrace. | Equipped with an independent borewell, 6000L water sump, 10000L septic tank, and DTCP approval. | Quoted price is ₹65 Lakhs (negotiable) with up to 85% home loan support.","Presenter-led walkthrough video guiding through the exterior, car parking, living hall, kitchen, pooja room, bedrooms, attached bathrooms, and open terrace.","Modern multi-toned exterior elevation in yellow, light blue, and burgundy accents, featuring a 7-foot compound wall, iron gate, paved ramp, and covered parking with heavy-duty tiles.","Developing residential neighborhood in Pattanam Pudur near L&T Bypass, Coimbatore, featuring wide tar roads and surrounding independent houses.",approval_pending
COVAI REAL ESTATE,RwicCx91SWg,Land sale near Roots Company coimbatore,https://www.youtube.com/watch?v=RwicCx91SWg,2026-08-15T12:24:32Z,analyzed_from_video,success,,True,"Athipalayam, Coimbatore, Tamil Nadu, India",Saravanampatti | Thudiyalur,True,1.0,Residential Plot,NOT SPECIFIED,10 Cents (5.5 Cents + 4.5 Cents joint plots),NOT SPECIFIED,NOT SPECIFIED,North / North-West Corner,30 feet and 40 feet,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Gated Community Entrance Arch | 24/7 Security Service | Standard Water Reservoir / Water Tank | LED Street Lights | Landscaped Park | Children's Play Area | 8-shape Walkway & Walking Track | Asphalt / Blacktop Roads,"Roots Company, Athipalayam | Einstein Public School | Narayana E-Techno School | Ranganathan Engineering and Polytechnic Colleges (1 km) | Saravanampatti (3-5 km) | CHIL SEZ IT Park (4 km)",+91 93452 18231,bhk | built_up_area | price | floors | bedrooms | bathrooms | parking | approval,"Two resale joint sites available in Mayons Vriksham Grande, Athipalayam. | One plot is North-facing (5.5 Cents) and the adjacent is North-West Corner facing (4.5 Cents). | Infrastructure includes 30 ft and 40 ft wide roads, streetlights, overhead water tank, entrance arch, and children's park. | Walkable distance to Einstein Public School and Narayana Schools; 1 km from Ranganathan Engineering and Polytechnic Colleges. | Contact phone number displayed throughout the video is 93452 18231.","Vertical promotional video clip featuring drone aerial footage, ground-level views of roads and layout amenities, callout text overlays, background music, and a continuous phone number banner.","Well-planned residential layout featuring blacktop asphalt roads with clear white lane markings, curbing, street light poles, overhead water tower, gated entrance archway, landscaped park, and vacant plots bounded by walls and palm trees.","Semi-urban residential zone near industrial and educational hubs in Athipalayam, Coimbatore, surrounded by farmland, coconut groves, and newly constructed homes.",approval_pending
ITHU NAMMA VEEDU,ALTxuhJsPJQ,"கோவைல இப்படி ஒரு Luxury வீடா? 😱 | Gated Community Luxury House in Coimbatore, Thudiyalur",https://www.youtube.com/watch?v=ALTxuhJsPJQ,2026-08-15T13:52:52Z,analyzed_from_video,success,,True,"Veerapandi Pirivu, Thudiyalur, Coimbatore, Tamil Nadu",Thudiyalur | Pannimadai | Narasimhanaickenpalayam,True,1.0,Independent Duplex House,3,3.3 Cents,2200 sqft,₹1.52 Crores,North,NOT SPECIFIED,2,3,4,Covered Car Parking (11' × 30'),DTCP Approved,Gated Community | Individual Borewell | Water Sump | Modular Kitchen | False Ceiling with LED Lighting | Complete Interior Woodwork | Athangudi Pattern Flooring | Covered Car Parking | Utility Area | Open Terrace with Cool Tiles,Thudiyalur | Veerapandi Pirivu | Kanuvai Road,"9600513476, 6379188694",road_width,"3.3 Cents land area and 2200 sqft built-up area. | 3 BHK duplex independent house with full interior woodwork. | North site facing and North main door entrance. | DTCP approved site located in a gated community layout at Veerapandi Pirivu, Thudiyalur. | Asking price is ₹1.52 Crores inclusive of land and interior works.","Modern contemporary duplex interior with decorative false ceiling, wooden texture panels, profile LED lighting, wallpaper feature walls, gloss-finish modular wardrobes, and Athangudi-style tile flooring in the upper living space.","2-storey modern villa exterior with cream textured walls, dark horizontal groove accents, stone cladding vertical accent column, dark wood frame highlight around upper floor window, and black metal folding entrance gate.",Situated inside a newly developed gated community layout in Thudiyalur/Veerapandi Pirivu with surrounding residential houses and mountain views from the terrace.,approval_pending
